geo,country,year,house_price,inflation,earning,hpi_growth,income_growth,real_hpi,affordability_index
IS,Iceland,2021,177.57,5.99662119559468,47374.82,12.535648646935794,7.217223259130812,167.52420784463644,0.0037481936606830377
IT,Italy,2021,103.0,0.538692422604536,23511.64,2.589641434262946,4.460475508592854,102.44811974184984,0.004380808824905451
LT,Lithuania,2021,163.84,6.50805313836133,11798.21,16.050432072531517,9.368560296711848,153.8287436229451,0.013886852327598849
LU,Luxembourg,2021,172.15,6.18129245488691,44934.82,13.91609317098994,1.2631179474975607,162.12837122239884,0.003831104697871272
LV,Latvia,2021,161.65,6.88144180390806,11229.49,10.89387391095562,14.74071303914235,151.24234597861624,0.014395132815470694
MT,Malta,2021,135.44,1.81051812738831,18292.5,5.106316933105681,-6.92213362913362,133.03144163408882,0.00740412737460708
NL,Netherlands,2021,164.21,2.52482146698544,40660.61,15.033274956217157,3.8774366825937934,160.16609212324073,0.004038552299141602
NO,Norway,2021,137.66,16.9113499819995,46935.39,9.158671001506624,10.345624497912187,117.74733592691823,0.002932968065248845
PL,Poland,2021,147.77,5.05250600239986,11134.57,9.16814420803782,-2.1252862297661435,140.66299379533535,0.013271280345805901
PT,Portugal,2021,168.84,1.39879177784729,13502.54,9.401930927233849,4.389325222906604,166.51085978411695,0.012504314003143112
SE,Sweden,2021,134.46,2.97615308956182,35485.73,10.11383179100811,6.350796663018321,130.57392023865526,0.00378912875682704
SI,Slovenia,2021,151.32,2.60708736010702,14601.22,11.543564794338778,5.069012340259871,147.47519288695085,0.010363517569079843
